feature,shap_importance
opioid_rx_count,0.01770387726438054
distinct_opioids,0.011438458172248742
opioid_hadms,0.00515661125303033
opioid_exposure_days,0.004541883110847023
n_hospital_admits,0.0022052963152539673
age_at_first_admit,0.002040840688728645
any_opioid_flag,0.0019909324951300276
total_los_days,0.001099600013295418
avg_los_days,0.0010273102772531502
atc_A_rx_count,0.0008825618389090961
atc_N_rx_count,0.000808444801624757
atc_Other_rx_count,0.0007601848071717674
any_benzo_flag,0.0005913526736049911
atc_J_rx_count,0.0005224719188908249
race,0.0005107903424225671
atc_H_rx_count,0.0005072813121421634
atc_C_rx_count,0.0004764608737700745
atc_R_rx_count,0.0004360699063138499
insurance,0.0002866698857693327
gender,0.0002306897911220761
atc_B_rx_count,0.00021950176115980707
