feature,shap_importance
n_hospital_admits,0.035898095151324694
atc_C_rx_count,0.026114345039475968
atc_N_rx_count,0.025951233436339326
atc_Other_rx_count,0.025354259229262523
atc_J_rx_count,0.023105252340251167
total_los_days,0.021338566377475245
age_at_first_admit,0.02049685446587777
atc_A_rx_count,0.019037848283736516
avg_los_days,0.017725242033818797
atc_B_rx_count,0.014439096194272165
insurance,0.011683981566873195
race,0.010990082926649263
atc_H_rx_count,0.010327267640162606
atc_R_rx_count,0.00888729368720447
any_benzo_flag,0.007826611172494287
gender,0.003569290239611197
